127.0.0.1 - - [31/Oct/2024:08:21:41 -0500] "GET / HTTP/1.1" 404 1002
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:21:44 -0500] "GET /CineHome/ConsultaDetalleBoleta.jsp HTTP/1.1" 200 8225
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:21:44 -0500] "GET /CineHome/js/codigo.js HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:21:44 -0500] "GET /CineHome/Estilos/EstilosMenu.css HTTP/1.1" 200 6014
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:24:11 -0500] "GET /CineHome/ConsultaDetalleBoleta.jsp HTTP/1.1" 200 8225
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:24:11 -0500] "GET /CineHome/Estilos/EstilosMenu.css HTTP/1.1" 200 6014
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:24:11 -0500] "GET /CineHome/js/codigo.js HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:24:13 -0500] "GET /favicon.ico HTTP/1.1" 404 1024
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:24:42 -0500] "GET /CineHome/ConsultaDetalleBoleta.jsp HTTP/1.1" 200 8225
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:25:21 -0500] "GET /CineHome/FrmLogin.jsp HTTP/1.1" 200 9854
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:03 -0500] "GET /CineHome/index.jsp HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:03 -0500] "GET /CineHome/Estilos/Estilos.css HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:03 -0500] "GET /CineHome/imagenes/fondoprincipal.jpg HTTP/1.1" 200 207703
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:08 -0500] "GET /CineHome/index.jsp HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:08 -0500] "GET /CineHome/Estilos/Estilos.css HTTP/1.1" 200 413
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:08 -0500] "GET /CineHome/imagenes/fondoprincipal.jpg HTTP/1.1" 200 207703
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:19 -0500] "GET /CineHome/ControladorLogueo?usuario=jherson&password=123456 HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:24 -0500] "GET /CineHome/ControladorLogueo?usuario=jherson123&password=123456 HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:24 -0500] "GET /CineHome/ControladorLogueo?usuario=&password= HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:46 -0500] "GET /CineHome/index.jsp HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:26:51 -0500] "GET /CineHome/ControladorLogueo?usuario=jherson123&password=123456 HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:27:22 -0500] "GET /CineHome/ControladorLogueo?usuario=jherson&password=123456 HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:28:05 -0500] "GET /CineHome/ControladorLogueo?usuario=estelita&password=estelita HTTP/1.1" 200 2466
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:28:38 -0500] "GET /CineHome/ControladorLogueo?usuario=estelita&password=estelita HTTP/1.1" 200 2466
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:30:25 -0500] "GET /CineHome/index.jsp HTTP/1.1" 200 1182
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:30:29 -0500] "GET /CineHome/ControladorLogueo?usuario=estelita&password=estelita HTTP/1.1" 200 2466
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:30:33 -0500] "GET /CineHome/ControladorPelicula?action=ListadoPelicula HTTP/1.1" 200 11035
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:30:33 -0500] "GET /CineHome/Estilos/cine.css HTTP/1.1" 200 1312
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:30:33 -0500] "GET /CineHome/js/cine.js HTTP/1.1" 200 2825
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:30:33 -0500] "GET /CineHome/Estilos/imagenes/fondocine.jpg HTTP/1.1" 404 1080
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:31:38 -0500] "GET /CineHome/imagenes/fondocine.jpg HTTP/1.1" 200 76223
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:34:20 -0500] "GET /CineHome/ControladorPelicula?action=ListadoPelicula HTTP/1.1" 200 11035
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:34:20 -0500] "GET /CineHome/Estilos/imagenes/fondocine.jpg HTTP/1.1" 404 1080
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:40:38 -0500] "GET /CineHome/ControladorDetalleBoleta?accion=Listado HTTP/1.1" 200 6273
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:40:38 -0500] "GET /CineHome/DetalleBoleta.js HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:40:43 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6601
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:40:43 -0500] "GET /CineHome/DetalleBoleta.js HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:42:04 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6847
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:42:04 -0500] "GET /CineHome/DetalleBoleta.js HTTP/1.1" 404 1052
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:43:18 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 9684
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:46:23 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8566
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:46:59 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8566
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:47:35 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8319
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:47:38 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8484
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:47:57 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8481
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:50:50 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 9602
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:54:55 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6639
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:56:36 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 9041
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:56:45 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 9123
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:56:50 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8795
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:56:59 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8795
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:57:05 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8549
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:57:09 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8549
0:0:0:0:0:0:0:1 - - [31/Oct/2024:08:57:12 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 8877
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:00:56 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 7200
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:01:19 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:01:37 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:02:58 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 7206
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:06:47 -0500] "GET /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:06:53 -0500] "GET /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:07:01 -0500] "GET /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:07:06 -0500] "GET /CineHome/ControladorDetalleBoleta?accion=Listado HTTP/1.1" 200 6881
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:07:12 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6881
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:07:33 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6878
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:07:35 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 7206
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:07:48 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 7203
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:08:06 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 7204
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:10:53 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 9438
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:15:58 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6607
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:15:59 -0500] "GET /CineHome/js/datatableconfig.js HTTP/1.1" 200 1744
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:15:59 -0500] "GET /CineHome/js/detalleboleta.js HTTP/1.1" 200 1072
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:16:11 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6607
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:16:11 -0500] "GET /CineHome/js/detalleboleta.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:16:32 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6853
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:16:32 -0500] "GET /CineHome/js/datatableconfig.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:16:32 -0500] "GET /CineHome/js/detalleboleta.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:18:45 -0500] "POST /CineHome/ControladorDetalleBoleta HTTP/1.1" 200 6853
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:18:45 -0500] "GET /CineHome/js/datatableconfig.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:18:45 -0500] "GET /CineHome/js/detalleboleta.js HTTP/1.1" 200 1009
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:19:31 -0500] "GET /CineHome/ControladorEmpleado?accion=NuevoEmp HTTP/1.1" 200 5519
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:23:29 -0500] "GET /CineHome/ControladorEmpleado?accion=NuevoEmp HTTP/1.1" 200 5519
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:46:39 -0500] "GET /CineHome/ControladorPelicula?action=Listar HTTP/1.1" 200 17870
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:46:39 -0500] "GET /CineHome/imagenes/actualizar.png HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:46:39 -0500] "GET /CineHome/imagenes/eliminar.png HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:46:39 -0500] "GET /CineHome/js/previewimg.js HTTP/1.1" 200 417
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:46:53 -0500] "GET /CineHome/FrmRegistrarPelicula.jsp HTTP/1.1" 200 4093
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:47:06 -0500] "GET /CineHome/ControladorPelicula?action=Listar HTTP/1.1" 200 17870
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:47:58 -0500] "GET /CineHome/FrmRegistrarPelicula.jsp HTTP/1.1" 200 4093
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:48:33 -0500] "POST /CineHome/ControladorPelicula HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [31/Oct/2024:09:50:32 -0500] "GET /CineHome/ControladorEmpleado?accion=NuevoEmp HTTP/1.1" 200 5519
